ID,EN,TH
UI_CHALLENGE_DESC_4,Seek the Pure God,
UI_CHALLENGE_DESC_3,Seek the God of Wealth and Power,
PROFILE_LOADING,Loading...,
UI_CHALLENGE_DESC_1,Seek the Gods of Nail and Shell,
GODSEEKER_WATERWAYS_WORLD_TUNE_EXTRA,"Tuning... An art, difficult. Never perfect. We, the ones below, We bond Our strength to the world. Follow what We give... listen for the Gods. Resonate. Attune! ",
NAME_SAGE_SLY,Great Nailsage Sly,
GG_LOCKED_DESC_NAILMASTER,Together we stand at a Pantheon's peak,
GG_S_MANTIS_LORD_V,Revered gods of a proud tribe,
FLUKE_HERMIT_IDLE_2,"Noisy... Gla gla... Scary up up... Stay here, gla...",
FLUKE_HERMIT_IDLE_5,Stronger... Gla gla... Bigger... Mother...,
FLUKE_HERMIT_IDLE_4,"Safe, gla... Little Sisters... Gla gla...",
NAME_HORNET_2,Hornet Sentinel,
NAME_HORNET_1,Hornet Protector,
NOTE_PURE_VESSEL,"""Deepest silence in holy shell,<br>Given nail and named a Knight,<br>Bound by chain and egg and spell,<br>Hear Our plea! Reveal thy Light!""<br>- Prayer to the Vessel",
GG3ACHIEVE_TITLE,Focus,
GG_LOCKED_DESC_NAILMASTERS,Together we stand at a Pantheon's peak,
MATO_2,Don't leave me behind!,
UI_CHALLENGE_TITLE_SUPER_5,PANTHEON OF,
PANTHEON_ENTER_1,"Thou most ungrateful of blemishes! The Gods in their great mercy allow thee to escape their first pantheon alive, yet still thee think to test thineself against their might?<br><page>Doom thyself then, that We may resume Our focus and ascend Our minds ever higher!",
GG_S_MAWLEK,Lonely god of the nest,
MAGE_KNIGHT_SUB,,
GG_S_FAILED_CHAMPION,Baleful god of regrets,
ATRIUM_NPC_DREAM_3,...Attune...,
GODSEEKER_WASTE_SUPER,,
PAINTMASTER_SUPER,Paintmaster,
SHEO_2,Are we all seeking something different?,
CTRL_NO_ACTIVE_PS4,No Active Controller,
DUNG_UNDERGROUND_1,"Ahh, you're awake, and looking well-rested!<page>I was startled when I woke to find you curled up beside me, but of course you're welcome to rest here whenever the world wearies you.<page>As the King granted his kingdom to shelter those who needed it, I offer my home. Stay as long as you like, down here where it's cosy and warm and moist.",
DESC_PALE_LURKER,"Forgotten champion of the Colosseum, drawn away by strange obsessions.",
SISTERS_MAIN,Sisters,
PLATINUM_DESC,Acquire all other trophies,
GG_S_GHOST_MARKOTH,Dreamborn god of meditation and isolation,
CTRL_DETACHED_PS4,No controller connected,
TEMP_NM_SUPER,Brothers,
NAILSMITH_CORPSE,...Pure...,
GODSEEKER_WATERWAYS_WHITEFLOWER_REPEAT,"Gods. Many shapes, they assume. This bloom, then? A splinter? Cast-off? Refuse of something greater?<page>No. No tune. If it sings... We can not hear it.",
FLUKE_HERMIT_PEERING,"Gla! Gla! Strange thing... lurking... waiting? Gla gla!<page>Mother's treasures... too scary, gla. Go away, gla gla!",
CTRL_MARKER_REMOVE,Remove,
CTRL_MARKER_CHANGE,Change Marker,
GG_LOCKED_DESC_HK,This empty god stands at a Pantheon's peak,
ENRAGED_GUARDIAN_SUPER,Enraged,
DESC_VOID_IDOL_1,Rare artifact from a time before Hallownest. Contains a drop of liquid from the Abyss.,
GODHOME_SUPER,,
MEGA_MOSS_SUB,,
HK_PRIME_MAIN,Pure Vessel,
NOTE_HIVE_KNIGHT,"Some creatures are born with duties and loyalties marked indelibly upon their minds. They are strong, but they are also slaves.",
PS4_ACHIEVE_GRIMM_END_TEXT,Complete the tale of the Grimm Troupe,
GG_LOCKED_DESC_COLLECTOR,I lurk at the peak of a forsaken tower,
UI_MENU_RUMBLE_XB1,Vibration,
GODSEEKER_ENGINE_REPEAT_T5,"Continue thy combat, o stranger, continue thy ritual. We shall be listening closely...",
GG_SUMMARY_TITLE,Hall of Gods,
MOH_MED,Medium,
GG_S_FLUKEMUM,Alluring God of motherhood,
CTRL_NONE_PS4,No controller connected,
ACHIEVEMENTS_BASE_SET_TEXT,Achievements for Hollow Knight.,
DESC_NATIVE_ACHIEVEMENTS_SWITCH,Show in-game messages when completing a quest.,
GG_LOCKED_DESC_UMMU,I sleep submerged in the depths of the archive,
GG_LOCKED_DESC_TRAITORLORD,I defile the gardens of false royalty,
MOH_HIGH,High,
UI_MENU_EXTRA_HD_TITLE,Hidden Dreams - Details,
UI_CHALLENGE_TITLE_SUPER_1,PANTHEON OF THE,
MARKER_Y_DESC,These markers are new additions to the shop. You can use them to  record interesting spots on your map!<br><br>This understated colour makes me think of hunting for treasure...,
MAIN_SWITCH_USER,Switch User,
GODSEEKER_WATERWAYS_AWAKE_3,"Gods. O Gods! Thy nature, mysterious. Uncanny. Even so for We who seek!<page>By attuning Ourselves We clutch at their greatness, their immortality. Their unknowable splendour.<page>Hallownest. This kingdom is blessed with true Gods. True! All around, the corpses of pretender Gods. But! Not in Hallownest...",
GODSEEKER_WATERWAYS_AWAKE_2,"What draws thee here, Crawler? Faith? Fear? Or do thee also seek the Gods?<page>Here. Heart of the Kingdom. We listen for them here. But some Gods are distant still. Must be awoken.<page>Take the Godtuner and seek ye the Gods! Seek! That they may find their way. Tuned to mind. Tuned to home.<page>Reward. As reward for thine services, ye shall be allowed to linger here. Linger and gaze. Linger and gaze on Our magnificent shell. Our overpowering beauty!",
GODSEEKER_WATERWAYS_AWAKE_1,"Creeper. Did thee wake Us?<page>Revived, this kingdom. These Gods, tuned and bested, gleaming in mind. Bright. Sharp.<page>...And this? Our form swells? Large? Nay. Immense. Majestic. Hibernation, so long forced upon Us, yet the shell that results is strong... So strong!<page>Thine gaze is adoring. Ye must think Us Godly. Amusing, foolish. But thou art faced with enormity and beauty, true...",
GODSEEKER_SUB,,
UI_MENU_STYLE_MODERN,Lifeblood,
PANTHEON_ENTER_0,"Wretch! Thou hast ordained thine own destruction!<br><page>Through sacred combat are We attuned to this Kingdom's greatest beings. By entering this gate thou hast challenged the very Gods of this Kingdom!<br><page>Dost thou consider thyself the equal of this pantheon, of its masters? Draw thy weapon then, fool of fools, and be damned for thy arrogance!",
GG_LOCKED_DESC_BIGBUZZ,I keep guard above a verdant land,
OBLOBBLES_SUPER,,
GODHOME_MAIN,Godhome,
NOTE_FAT_FLUKE,"When predators are too successful the surplus food they eat becomes soft bulk wrapped around their bodies. Still, these creatures at least seem to make good use of their additional weight.",
NAME_NAILMASTERS_JOURNAL,Nailmasters Oro & Mato,
GG_S_NAILMASTER,Loyal brother gods of the nail,
DESC_NAILMASTERS,"Brothers of the nail, trained in combat by the Great Nailsage.",
GG_LOCKED_DESC_GHOST_GALIEN,"I lie dreaming in darkness, surrounded by predators",
UI_BINDING_SOUL,SOUL,
NIGHTMARE_GRIMM_GG_1,Gods... bound by ritual...,
HIVE_KNIGHT_SUB,Knight,
GG5ACHIEVE_TITLE,Pure Completion,
UI_BINDING_CHARMS,CHARMS,
MARKER_Y_NAME,Token Marker,
DESC_SAGE_SLY,"Legendary sage of the nail arts and, recently, merchant of some success.",
GG_LOCKED_DESC_MAGEKNIGHT,I haunt the halls of a sanctum,
GODSEEKER_ENGINE_REPEAT_GGMODE,"Punish this shell, o God of Gods! Blast Our frail, worthless form to ash. We welcome thine fury! Desire beyond desire!",
DUNG_UNDERGROUND_2,"My cave may seem a far cry from the finery of the palace but even still the memories of my former comrades, and our glorious King, remain fresh in my mind.<page>The Pale Court was a wondrous place full of the age's greatest heroes. Ahh! Looking at you now, I can easily imagine you standing amongst them. ",
NAME_PAINTMASTER,Paintmaster Sheo,
TROPHIES_BASE_SET_TITLE,Hollow Knight Trophies,
ENDING_D_TEXT,Ascend the Pantheon of Hallownest and take your place at its peak,
GODSEEKER_ENGINE_WYRM_REPEAT,A God so strong... Yet erased so completely. How could it happen?,
GG_S_HORNET,God protector of a fading land,
AMELITIA_FLOWER,"What a curious specimen. Hah! Though even its pure aura is no match for the light of our dear King.<page>Keep your faint flora, bug. I've enough of my own to tend and surely you'd agree that mine are far finer.",
PS4_ACHIEVE_ENDING_TEXT,Defeat the Hollow Knight and complete the game.,
GG_S_BIGBUZZ,Vicious god of territories,
MODE_GODSGLORY,Godseeker,
GG_LOCKED_DESC_FLUKEMUM,I lie within a maze of pipes,
LURKER_2,For me! For you! For King!,
PAINTMASTER_SUB,,
SLY_1,Dreams of glory...,
GG_S_GRUZ,Slumbering god of fertility,
SLY_3,Remember... you are brothers...,
MARKER_R_NAME,Shell Marker,
UI_MENU_EXTRA_HD_DESC,"FREE CONTENT PACK 01<br><br>ORIGINAL RELEASE DATE: August 2017<br><br>DESCRIPTION: The dreams of Hallownest take shape.<br><br>2 New Bosses - Leap into battle with mighty new foes.<br><br>2 New Tracks - Stirring boss themes for each giant encounter.<br><br>New Upgrade - Dream Gate. Discover a whole new method of traversing Hallownest.<br><br>A New Stag Station Uncovered - One station was walled away, hidden from bugs and forgotten by stags, until now. ",
GRIMM_GG_1,How grand a stage! ,
SCREEN_GAMEPAD_REMAP_PS4,Remap Controller,
GODSEEKER_ENGINE_GGMODE,"God of Gods! How clear to see. How obvious. That diminutive shell doth barely disguise thine overwhelming strength, thine all-consuming glory!<page>Shame beyond shame! We failed to percieve such obvious truth. Punish us, o Devourer! Crush us! Rain nail and lash on Our pathetic being. We welcome such divine vengeance!",
DESC_VOID_IDOL_2,Rare artifact from a time before Hallownest. Volatile liquid of the Abyss writhes within.,
GG_LOCKED_DESC_GHOST_HU,I lie dreaming in the wastes,
GG_LOCKED_DESC_BIGBEES,Together we are chained in a strange colosseum,
GG5ACHIEVE_TEXT,Achieve 112% game completion and finish the game.,
UI_MENU_EXTRA_GT_DESC,"FREE CONTENT PACK 02<br><br>ORIGINAL RELEASE DATE: Halloween 2017<br><br>DESCRIPTION: Take part in a twisted ritual that stretches the breadth of the kingdom and bestows the player with a powerful new ally.<br><br>New Boss Fights - Face off against a dark master and a twisted scarlet spectre.<br><br>New Charms - 4 new charms granting unique new aids and abilities.<br><br>New Enemies - Devilish rivals to test your nail and spells against.<br><br>New Friends - Befriend a whole new bunch of weirdos, including one who offers a very special service for dedicated players.<br><br>New Music - Spooky and spine tingling tracks by Christopher Larkin.<br><br>",
OBLOBBLES_SUB,,
GG_LOCKED_DESC_PAINTMASTER,I hone my craft at a Pantheon's peak,
GG_LOCKED_DESC_DUNGDEF,I protect the pipeways of the kingdom,
NAME_SLY,Nailsage Sly,
GODSEEKER_WASTE_SUB,,
GG_LOCKED_DESC_NOSK,I wait patiently in a dark nest of predators,
GODSEEKER_ENGINE_PRIME_DREAM,"O bound one, thy silence nearly deafens Us. Foolishly we feared thee, yet only by thine providence shall We find the one We seek. The God sleeping within... ",
GODSEEKER_SUPER,,
GG1ACHIEVE_TITLE,Brotherhood,
PS4_ACHIEVE_GRIMM_END_TITLE,Nightmare's End,
NOTE_VOID_IDOL_2,"""Inspired or mad, those ancient bugs. They devoted their worship to no lord, or power, or strength, but to the very darkness itself.""<br>- Lemm",
SLY_BOSS_MAIN,Sly,
CTRL_MARKERS,Markers,
SHEO_1,"It's the greatest power, isn't it?",
FLUKE_HERMIT_PEERING_DREAM,"Can it see me? Can it smell me? Ohhh, Mother!",
GODSEEKER_ENGINE_WYRM_DREAM,"God-king, you reduced your form to match Our meagre shells... But why shed so majestic a whole?<page>Surely, your true immensity could have inspired devotion all the more!",
ORO_2,My path is mine alone...,
DESC_PURE_VESSEL,"Chosen vessel, raised and trained to prime form.",
ORO_1,Whatever it takes... I'll prove myself!,
FLUKE_HERMIT_SUPER,Fluke,
GG_S_WATCHERKNIGHTS,Sentinel gods of the spire,
STORMLAND_SUB,,
CHALLENGE_UI_LEVEL3,RADIANT,
GODSEEKER_WATERWAYS_AWAKE_ALLGODS,"Crawler. Grand, strange Crawler. Favoured plaything of the Gods! Our mind is filled with the strengths of this kingdom. Rich. Bright. Clear.<page>Thou have attuned thyself to the many Gods of this land. Much power. Perfection? Thine? Perhaps even a match for our glorious shell...",
FLUKE_HERMIT_IDLE_1,Gla gla... Grow and grow... Nice and wet...,
GODSEEKER_WATERWAYS_AWAKE_GODFINDER,"That instrument you hold. It is an aid built for seekers, one bound to our mind.<page>It's a grand boon to receive so fine a device, and dangerous even, for us to allow it part.<page>That instrument lays much of our mind bare. Accept it then as our faith in you.<page>Scour this land. Gain mastery over beings of great power and it's beacon shall respond.",
GG_S_BIGBEES,Lover gods of faith and devotion,
UI_MENU_ACHIEVEMENTS_PS4,Trophies,
DIVINE_DUNG_CHARM,"Ahhhh, that smell! So strong, so virile, but not the odour that calls to me.<page>I crave a different smell. Precious. Sensitive... Fragile. Ahh! Bring it. Wear it!",
GODSEEKER_WATERWAYS_AWAKE_3_REPEAT,"Hallownest. This kingdom is blessed with true Gods. True! All around, the corpses of pretender Gods. But! Not in Hallownest...",
LURKER_3,"Key! Treasure! Begone, begone!",
GG_UNLOCK_TITLE,Godseeker Mode,
UI_MENU_EXTRA_GG_TITLE,Godmaster - Details,
HIVE_KNIGHT_MAIN,Hive,
UI_MENU_STYLE_GRIMM,The Grimm Troupe,
GG2ACHIEVE_TEXT,Complete the Pantheon of the Artist,
GG_S_GHOST_GALIEN,Dreamborn god of heroic hearts,
PURE_VESSEL_1,Do not think...,
MODAL_NO_SAVE,Continue playing without a user?<br>Your progress will not be saved,
ABSOLUTE_RADIANCE_SUPER,ABSOLUTE,
GODSEEKER_ENGINE_REPEAT_2,"Thou can not linger here, o coward of cowards! Step forth, and receive thine holy punishment!",
GODSEEKER_ENGINE_REPEAT_3,Dost thou understand Our words? Will thee allow thyself to be destroyed by the God of this pantheon? Will thee allow Us to resume Our sacred attunement?,
TROPHIES_BASE_SET_TEXT,Trophies for Hollow Knight,
UI_CHALLENGE_TITLE_SUPER_2,PANTHEON OF THE,
NIGHTMARE_GRIMM_GG_2,Deepest power... the Heart...,
MAGE_KNIGHT_MAIN,Warrior,
NAME_HIVE_KNIGHT,Hive Knight,
UI_CHALLENGE_TITLE_SUPER_3,PANTHEON OF THE,
GG_UNLOCK_TALK_REPEAT,"These winds carry Us to thee, dear Gods...",
OPEN_CONTROLLER_PS4,Controller Recommended,
SISTERS_SUB,Of Battle,
NAME_HK_PRIME,Pure Vessel,
PANTHEON_ENTER_3,"O Gods of Hallownest, graciously thee open the way to this greatest of Pantheons! Thy voices grow closer and thy resonance draws Us ever higher!<br><page>Pray will We, Attune will We, until that spark of divine light shines from the deepest darkness!",
UI_MENU_EXTRA_LB_TITLE,Lifeblood - Details,
MARKER_B_NAME,Scarab Marker,
ACHIEVEMENTS_BASE_SET_TITLE,Hollow Knight Achievements,
UI_MENU_STYLE_SHADE,Void,
GODSEEKER_ENGINE_ROOT,"O tragedy! This majestic god evades Our attunement with such ease.<page>We live only to serve the gods, to seek them out. Why does she frustrate Us? How does she hide from Us? Does she diminish herself by choice?",
GODHOME_SUB,,
GG_S_GRIM,Travelling god of the troupe,
PROFILE_CORRUPTED,Save Corrupted,
GG_S_GHOST_GORB,Dreamborn god of the beyond,
GG_S_LOBSTERLANCER,Gallant god of the arena,
NAME_LOST_KIN,Lost Kin,
DUNG_UNDERGROUND_DREAM,Where will the line of Hallownest's Great Knights end? With me? Can such a thing be passed on?,
PERMA_UNLOCK_UNLOCK,Unlocked,
CREDITS_PORTING_LEAD,Porting Lead - Shark Jump ,
CREDITS_PORTING_LEAD_NAME,Matthew Le Krupa,
CREDITS_ENVIRONDRESSING,Additional Environment Dressing,
MR_MUSH_CONTINUED,TO BE CONTINUED,
PERMA_GAME_OVER,GAME OVER,
CREDITS_INDIE_FUND,Indie Fund,
CREDITS_THANKS_MUSIC,Special Thanks Music,
CREDITS_VOCALS_NAME,Amelia Jones,
CREDITS_TESTERS_MAC_NAME,David Keen<br>Marcus Herrick<br>Jonathan Penney<br>Wayne Psaila,
CREDITS_ADDITIONAL_CODING_NAME,David Lancaster<br>Michael Jenkins,
CREDITS_LOCAL_LEAD,Localisation Lead,
CREDITS_TRANSLATE_CHINESE_NAME,Yun Wei 韦昀<br>Ruiyuan Li 李锐媛<br>Xuan Su 玄素<br>Kust 卡斯特<br>Wesley King 王凯<br>Steven Sun 孙天乐,
CREDITS_ADDIT_TRANSLATE_JAPANESE,Additional Translation - Japanese,
CREDITS_ENVIRONDRESSING_NAME,Tyler Bartley<br>Nathan Elmer,
CREDITS_TRANSLATE_CHINESE,Translation - Chinese,
CREDITS_CONGRATS_BODY_PERMA,You played skillfully and proved you have a Steel Soul.<br>Thank you for taking the time to explore and conquer the world we built.<br>We'll meet again soon with a new challenge for you...,
TUTORIAL_CREDIT_SCORE,Sound and Score by,
CREDITS_EXTRA_THANKS,Extra Special Thanks to,
CREDITS_TESTERS_NAME_COL_02,Ayako Hibino<br>Ben Newhouse<br>Pirate-Rob<br>Unborn_Pho3nix<br>Kyle Pulver<br>Greg Smith<br>Luke Souris<br>Matthew White<br>Kein Zantezuken<br>Benjamin Zarb<br>,
CREDITS_TESTERS_NAME_COL_01,"Hari Dimitriou<br>Tyler Bartley<br>Lili Carlyle<br>Joshua Clark<br>Andrew Cook<br>Shannon Cross<br>Vero ""Embraced"" Reichert<br>Rohan Fraser<br>Nassim ""Simo"" Gebrail<br>Tobias Gut",
PERMA_UNLOCK_TITLE,STEEL SOUL MODE,
CREDITS_TESTERS_MAC,Game Testers - Mac,
CREDITS_SCORE,Sound & Music by,
CREDITS_ADDIT_TRANSLATE_RUSSIAN_NAME,"Danila Evstifeev<br>Andrey Torbin<br>Alexandra ""Alphyna"" Golubeva",
CREDITS_ADDIT_TRANSLATE_RUSSIAN,Additional Translation - Russian,
CREDITS_ADDITIONAL_ENEMYCODE,Additional Enemy Behaviour,
PERMA_GAME_OVER_BODY,"In attempting the feat, one proves their courage.<br>May your Shade at last find rest.",
CREDITS_CHARVOICES,Additional Character Voices,
CREDITS_ADDIT_TRANSLATE_KOREAN,Additional Translation - Korean,
CREDITS_GUITAR,Guitar,
GAME_COMPLETE_PERCENTAGE,PERCENTAGE,
CREDITS_TECH_DIRECT,Technical Director,
CREDITS_TRANSLATE_BPORTUGUESE,Translation - Brazilian Portuguese,
CREDITS_VIOLA,Viola,
CREDITS_ADDITIONAL_CODING,Additional Coding Tools,
CREDITS_TRANSLATE_ITALIAN,Translation - Italian,
PERMA_GAME_OVER_CONTINUE,Press any button to continue.,
CREDITS_FIGSCULPTOR_NAME,David Díaz Patrón,
CREDITS_TRANSLATE_BPORTUGUESE_NAME,"Lucas ""Luska"" Fernandes<br>Vinícius ""Viniuau"" José<br>Jonas Breda ""Poteiga!""<br>Luiz Fernando S. M. Maia<br>Guilherme Antonio Canani<br>Vinícius de Medeiros Miguel<br>",
CREDITS_PORTING,Shark Jump Studios,
CREDITS_MARKET_JAPAN_NAME,Kakehashi Games,
CREDITS_THANKS,Special Thanks,
CREDITS_ADDIT_TRANSLATE_KOREAN_NAME,Junho Basil Won,
CREDITS_INDIE_FUND_NAME,Jeffrey Rosen<br>John Graham<br>Ben Newhouse<br>Kyle Pulver<br>Ron Theis,
TUTORIAL_CREDIT_NAME_01,Ari Gibson,
TUTORIAL_CREDIT_NAME_02,William Pellen,
CREDITS_TESTERS,Game Testers,
TUTORIAL_CREDIT_NAME_04,Matthew Griffin,
TUTORIAL_CREDIT_NAME_05,Matthew 'Leth' Griffin,
CREDITS_ADDITIONAL_ENEMYCODE_NAME,Pat Sigley,
CREDIT_PROGRAM,Systems & Tools Programming,
CREDITS_TRANSLATE_RUSSIAN_NAME,Alexander Preymak,
CREDITS_PORTING_NAME,Matt Le Krupa<br>James Pearse<br>Tom Lee<br>Brad Wesson,
CREDITS_PROGRAM_ADDIT,Additional Programming,
TUTORIAL_CREDIT_GAME,a Game by,
CREDITS_PORTING_TEST_NAME,James Pearse,
CREDITS_SCORE_NAME,Christopher Larkin,
CREDITS_CHARVOICES_NAME,"Makoto Koji<br>Tyler Bartley<br>Hari Dimitriou<br>Matthew Griffin<br>Hannah Murdoch<br>Bill Northcott<br>Zara Pellen<br>Victoria Roberts<br>Cassandra ""Friskk"" Reyna<br>Not Shalulu",
GAME_COMPLETE_TITLE,GAME COMPLETION,
CREDITS_GAME_BY_NAME,Team Cherry,
CREDITS_THANKS_NAME,Ludum Dare<br>Warren Fenn<br>Rohan Fraser<br>Ben Gibson<br>Makoto Koji<br>Trent Kusters<br>Morgan Jaffit<br>Rod Jago<br>Tim Mcburnie<br>John Millard<br>Jason Pamment<br>Zara Pellen<br>Victoria Roberts<br>Lilly Sim<br>Nicola Stark<br>Sharyn Stone<br>Steven Sun<br>Matt Trobbiani<br>Dan Treble<br>Peter Yong<br>Jenni Vigaud<br>Chris Wright,
CREDITS_PORTING_TEST_LEAD,Testing Lead - Shark Jump,
CREDITS_TRANSLATE_RUSSIAN,Translation - Russian,
CREDITS_INTERNS_NAME,James Gillham<br>James Ross McNabb,
CREDITS_PROGRAM_ADDIT_NAME,Jack Vine,
CREDITS_VIOLA_NAME,Tim Cheel,
CREDITS_CONGRATS_BODY,Well done on achieving this great feat. You persevered and you triumphed.<br>  We hope you enjoyed yourself in the world of Hollow Knight.<br> We'll meet again soon on the road ahead.,
CREDITS_VOCALS,Vocals - City of Tears,
CREDITS_EXTRA_THANKS_TEXT,2158 Backers<br>& Kickstarter,
CREDITS_ADDIT_TRANSLATE_GERMAN,Additional Translation - German,
CREDITS_ADDIT_TRANSLATE_GERMAN_NAME,Tobias Gut<br>Alessandro Raffaele Addamo<br>Daniel Spiekermann<br>Mercedita,
GAME_COMPLETE_TIME,TIME,
CREDITS_MARKET_JAPAN,Japanese Publishing Support,
CREDITS_TRANSLATE_FRENCH,Translation - French,
CREDITS_ADDIT_TRANSLATE_SPANISH,Additional Translation - Spanish,
TUTORIAL_CREDIT_NAME_03,David Kazi,
CREDITS_TRANSLATE_JAPAN_NAME,Ryu Ito,
CREDITS_INTERNS,Interns,
CREDITS_SOUND_ASSIST,Additional Atmos,
CREDITS_LETH,Marketing & Public Relations,
CREDITS_SOUND_ASSIST_NAME,Tim Whitt,
CREDITS_GAME_BY,A game by,
CREDITS_CONGRATS,Congratulations,
CREDITS_ADDIT_TRANSLATE_SPANISH_NAME,"Daniel Ruiz ""TheBrightKing""",
CREDITS_THANKS_MUSIC_NAME,Jeff Van Dyck<br>Russell Larkin<br>Mitchell Larkin<br>Fabian Malabello<br>Andriana Tran<br>Angelo Valdiva,
CREDITS_TRANSLATE_FRENCH_NAME,Not Shalulu,
CREDITS_TRANSLATE_JAPAN,Japanese Localisation,
CREDITS_ADDIT_TRANSLATE_JAPANESE_NAME,Ayako Hibino,
CREDITS_TRANSLATION,Translation,
CREDITS_TRANSLATE_ITALIAN_NAME,Federica Gaeta<br>Marco Bortoluzzi<br>Vecna,
PERMA_UNLOCK_BODY,No Shade. No Reviving. Death is Permanent.<br>The Ultimate Challenge.,
CREDITS_FIGSCULPTOR,Figurine Sculptor,
CREDITS_TEST_LEAD,Testing Lead,
WITCH_REWARD_8A,"Yes. The time has come. The Dream Nail... And you as well, Wielder. It is time for you both to awaken.<page>The Essence you have collected...The hope that still remains in this old Kingdom. Pure potential! Let it course through you and into the Dream Nail.<page>Hold it aloft, Wielder! Awaken! ",
WITCH_FINAL_1,"So much Essence... So bright.... You truly are the Wielder my tribe so long has dreamed of.<page>The folk of my tribe were born from a light. Light similar to Essence, similar to that powerful blade, though much brighter still.<page>They were content to bask in that light and honoured it... for a time.<page>But another light appeared in our world... A wyrm that took the form of a king.<page>How fickle my ancestors must have been. They forsook the light that spawned them. Turned their backs to it... Forgot it even.",
WITCH_MEET_A,"Ahhhh, you've returned. Welcome back to the waking world.",
WITCH_REWARD_5,"So, you already have 700 Essence. I wonder whether the Dreamers are watching you as you work. Or even that old King.<page>That lock of theirs. Desperate, but very clever. I wonder how long they thought it could hold?<page>I hold no disdain for them though. As history goes on I grow numb to its repetitions.<page>Take your gift and continue collecting Essence. Once you have 900, come back and visit me.",
WITCH_REWARD_7,"Yes, I thought so. More than 1500 Essence. The Dream Nail is close... so close to fully awakening!<page>Continue on your path, Wielder. I know not what guides you, nor what will it is that drives you forward. Once you have collected 1800 Essence though, I will be here waiting.<page>Take this gift, may it grant you strength and help you to collect the Essence of this world!",
WITCH_REWARD_4,"Ahhhhh. 500 Essence. You're a master in the making. Well done! Well done! I've a small reward for you.<page>Plucked from one of my most precious memories, this Charm will bring you and the Dream Nail closer together still. The secrets of this kingdom won't be able to hide from you any longer!<page>Take it, and return once you have collected 700 Essence. More gifts await you...",
WITCH_GENERIC,"This kingdom is full of old memories, both beautiful and grotesque. Seek them out, reveal them, and gather Essence.",
WITCH_MEET_B,"Ahhhh, you've found your way back to me. When you awoke you just up and left. I thought perhaps I'd frightened you.",
WITCH_REWARD_8B,"Ahhhh, ah ha, yes...<page>No dream can hide itself from you now. You can peer into the darkest places... You just need to find the right crack.<page>What will you do with such a power, Wielder? Whose memories will you hunt down?<page>Hah. Do as you wish, my promise is fulfilled. May the crimes of my tribe be washed away in time, like the rest of this Kingdom's...",
WITCH_FINAL_3,Aahh... I'm sorry...<page>Light... Radiance...<page>I... remember you.,
WITCH_INTRO,"Those figures, those Dreamers... they reached out with what little power they still have and dragged you into that hidden place.<page>But that talisman you now wield, the Dream Nail... it can cut through the veil that separates the waking world from our dreams. Even the Dreamers themselves can not hide from such a weapon.<page>Though I must admit, that sacred blade has dulled over time. Together perhaps, we can restore its power. You only have to bring me Essence.<page>Essence... the precious fragments of light that dreams are made of. Collect it wherever you find it, and bring it to me. Once we have enough, we can work wonders together.<page>Go out into the world, Wielder. Hunt down the Essence that lingers there!<page>Collect 100 Essence and return to me. I will teach you more...",
WITCH_REWARD_3,"So you've collected 300 Essence... Yes, I can see the dreams of this old Kingdom are starting to cling to you. Very encouraging.<page>You've certainly made my dreary work here more exciting. Being the caretaker of this place hasn't been very stimulating.<page>I shouldn't complain though. Tending these graves and guiding the Wielder... all penitence for old crimes. Certain things have to be kept in balance.<page>Take this trinket for your efforts, and return with 500 Essence. Keep up your tireless work!",
WITCH_FINAL_2,"And so this kingdom was born from that betrayal. But the memories of that ancient light still lingered, hush whispers of faith... Until all of Hallownest began to dream of that forgotten light.<page>Ah, but what's done is done. And so am I. The Wielder has at last appeared and I've held the memories of my tribe for long enough. It is time for us to be forgotten too.<page>Don't remember us, Wielder. Don't honour us. We do not deserve it...",
WITCH_HINT_DREAMPLANT,"Essence can be found wherever dreams take root.<page>Have you seen them? Those whispering plants that grow all over this old Kingdom? I believe there is one just outside. Why not strike it with your Dream Nail, and see what happens?",
WITCH_REWARD_1,"Hmm, already you've collected 100 Essence. Quick work! Things come naturally to you, don't they?<page>No wonder the Dreamers tried to bury you in that old dream. Perhaps you frighten them? Or perhaps, being prisoners themselves, they desired your company?<page>In any case, you still have a long way to go. Take this old trinket as encouragement from me, and return when you have collected 200 Essence.",
WITCH_REWARD_6,"The Dream Nail glows bright... It holds over 1200 Essence. Looking into it I can see so many memories peering back at me. So many asking to be remembered.<page>None of us can live forever, and so we ask those who survive to remember us.<page>Hold something in your mind and it lives on with you, but forget it and you seal it away forever. That is the only death that matters.<page>Huh, so they say! Enough of that though. Take this relic and come back to me with 1500 Essence. Go!",
WITCH_REWARD_2A,"Ahhh... Your Dream Nail holds over 200 Essence. You're proving your talent in its collection.<page>Have you seen that great door just outside? My tribe closed it long ago and forbade its opening.<page>Ah, but as far as I can tell I'm the only member of my tribe still breathing. That means I needn't feel bad about breaking a taboo. As proof of my belief in you, I'll open the door.",
WITCH_QUEST_1,Hm. You are still unpracticed in the way of dreams. Collect 100 Essence with the Dream Nail; visit me again and I will share what little wisdom I have.,
WITCH_QUEST_3,"You and the Dream Nail both seem a little sharper, but you still have a long way to go. Return to me once you have collected 300 Essence.",
WITCH_QUEST_2,"You and the Dream Nail both seem a little sharper, but you still have a long way to go. Return to me once you have collected 200 Essence.",
