ID,EN,TH
UI_MENU_EXTRA_HD_DESC,"FREE CONTENT PACK 01<br><br>ORIGINAL RELEASE DATE: August 2017<br><br>DESCRIPTION: The dreams of Hallownest take shape.<br><br>2 New Bosses - Leap into battle with mighty new foes.<br><br>2 New Tracks - Stirring boss themes for each giant encounter.<br><br>New Upgrade - Dream Gate. Discover a whole new method of traversing Hallownest.<br><br>A New Stag Station Uncovered - One station was walled away, hidden from bugs and forgotten by stags, until now. ",
GRIMM_GG_1,How grand a stage! ,
SCREEN_GAMEPAD_REMAP_PS4,Remap Controller,
GODSEEKER_ENGINE_GGMODE,"God of Gods! How clear to see. How obvious. That diminutive shell doth barely disguise thine overwhelming strength, thine all-consuming glory!<page>Shame beyond shame! We failed to percieve such obvious truth. Punish us, o Devourer! Crush us! Rain nail and lash on Our pathetic being. We welcome such divine vengeance!",
DESC_VOID_IDOL_2,Rare artifact from a time before Hallownest. Volatile liquid of the Abyss writhes within.,
GG_LOCKED_DESC_GHOST_HU,I lie dreaming in the wastes,
GG_LOCKED_DESC_BIGBEES,Together we are chained in a strange colosseum,
GG5ACHIEVE_TEXT,Achieve 112% game completion and finish the game.,
UI_MENU_EXTRA_GT_DESC,"FREE CONTENT PACK 02<br><br>ORIGINAL RELEASE DATE: Halloween 2017<br><br>DESCRIPTION: Take part in a twisted ritual that stretches the breadth of the kingdom and bestows the player with a powerful new ally.<br><br>New Boss Fights - Face off against a dark master and a twisted scarlet spectre.<br><br>New Charms - 4 new charms granting unique new aids and abilities.<br><br>New Enemies - Devilish rivals to test your nail and spells against.<br><br>New Friends - Befriend a whole new bunch of weirdos, including one who offers a very special service for dedicated players.<br><br>New Music - Spooky and spine tingling tracks by Christopher Larkin.<br><br>",
OBLOBBLES_SUB,,
GG_LOCKED_DESC_PAINTMASTER,I hone my craft at a Pantheon's peak,
GG_LOCKED_DESC_DUNGDEF,I protect the pipeways of the kingdom,
NAME_SLY,Nailsage Sly,
GODSEEKER_WASTE_SUB,,
GG_LOCKED_DESC_NOSK,I wait patiently in a dark nest of predators,
GODSEEKER_ENGINE_PRIME_DREAM,"O bound one, thy silence nearly deafens Us. Foolishly we feared thee, yet only by thine providence shall We find the one We seek. The God sleeping within... ",
GODSEEKER_SUPER,,
GG1ACHIEVE_TITLE,Brotherhood,
PS4_ACHIEVE_GRIMM_END_TITLE,Nightmare's End,
NOTE_VOID_IDOL_2,"""Inspired or mad, those ancient bugs. They devoted their worship to no lord, or power, or strength, but to the very darkness itself.""<br>- Lemm",
SLY_BOSS_MAIN,Sly,
CTRL_MARKERS,Markers,
SHEO_1,"It's the greatest power, isn't it?",
FLUKE_HERMIT_PEERING_DREAM,"Can it see me? Can it smell me? Ohhh, Mother!",
GODSEEKER_ENGINE_WYRM_DREAM,"God-king, you reduced your form to match Our meagre shells... But why shed so majestic a whole?<page>Surely, your true immensity could have inspired devotion all the more!",
ORO_2,My path is mine alone...,
DESC_PURE_VESSEL,"Chosen vessel, raised and trained to prime form.",
ORO_1,Whatever it takes... I'll prove myself!,
FLUKE_HERMIT_SUPER,Fluke,
GG_S_WATCHERKNIGHTS,Sentinel gods of the spire,
STORMLAND_SUB,,
CHALLENGE_UI_LEVEL3,RADIANT,
GODSEEKER_WATERWAYS_AWAKE_ALLGODS,"Crawler. Grand, strange Crawler. Favoured plaything of the Gods! Our mind is filled with the strengths of this kingdom. Rich. Bright. Clear.<page>Thou have attuned thyself to the many Gods of this land. Much power. Perfection? Thine? Perhaps even a match for our glorious shell...",
FLUKE_HERMIT_IDLE_1,Gla gla... Grow and grow... Nice and wet...,
GODSEEKER_WATERWAYS_AWAKE_GODFINDER,"That instrument you hold. It is an aid built for seekers, one bound to our mind.<page>It's a grand boon to receive so fine a device, and dangerous even, for us to allow it part.<page>That instrument lays much of our mind bare. Accept it then as our faith in you.<page>Scour this land. Gain mastery over beings of great power and it's beacon shall respond.",
GG_S_BIGBEES,Lover gods of faith and devotion,
UI_MENU_ACHIEVEMENTS_PS4,Trophies,
DIVINE_DUNG_CHARM,"Ahhhh, that smell! So strong, so virile, but not the odour that calls to me.<page>I crave a different smell. Precious. Sensitive... Fragile. Ahh! Bring it. Wear it!",
GODSEEKER_WATERWAYS_AWAKE_3_REPEAT,"Hallownest. This kingdom is blessed with true Gods. True! All around, the corpses of pretender Gods. But! Not in Hallownest...",
LURKER_3,"Key! Treasure! Begone, begone!",
GG_UNLOCK_TITLE,Godseeker Mode,
UI_MENU_EXTRA_GG_TITLE,Godmaster - Details,
HIVE_KNIGHT_MAIN,Hive,
UI_MENU_STYLE_GRIMM,The Grimm Troupe,
GG2ACHIEVE_TEXT,Complete the Pantheon of the Artist,
GG_S_GHOST_GALIEN,Dreamborn god of heroic hearts,
PURE_VESSEL_1,Do not think...,
MODAL_NO_SAVE,Continue playing without a user?<br>Your progress will not be saved,
ABSOLUTE_RADIANCE_SUPER,ABSOLUTE,
GODSEEKER_ENGINE_REPEAT_2,"Thou can not linger here, o coward of cowards! Step forth, and receive thine holy punishment!",
GODSEEKER_ENGINE_REPEAT_3,Dost thou understand Our words? Will thee allow thyself to be destroyed by the God of this pantheon? Will thee allow Us to resume Our sacred attunement?,
TROPHIES_BASE_SET_TEXT,Trophies for Hollow Knight,
UI_CHALLENGE_TITLE_SUPER_2,PANTHEON OF THE,
NIGHTMARE_GRIMM_GG_2,Deepest power... the Heart...,
MAGE_KNIGHT_MAIN,Warrior,
NAME_HIVE_KNIGHT,Hive Knight,
UI_CHALLENGE_TITLE_SUPER_3,PANTHEON OF THE,
GG_UNLOCK_TALK_REPEAT,"These winds carry Us to thee, dear Gods...",
OPEN_CONTROLLER_PS4,Controller Recommended,
SISTERS_SUB,Of Battle,
NAME_HK_PRIME,Pure Vessel,
PANTHEON_ENTER_3,"O Gods of Hallownest, graciously thee open the way to this greatest of Pantheons! Thy voices grow closer and thy resonance draws Us ever higher!<br><page>Pray will We, Attune will We, until that spark of divine light shines from the deepest darkness!",
UI_MENU_EXTRA_LB_TITLE,Lifeblood - Details,
MARKER_B_NAME,Scarab Marker,
ACHIEVEMENTS_BASE_SET_TITLE,Hollow Knight Achievements,
UI_MENU_STYLE_SHADE,Void,
GODSEEKER_ENGINE_ROOT,"O tragedy! This majestic god evades Our attunement with such ease.<page>We live only to serve the gods, to seek them out. Why does she frustrate Us? How does she hide from Us? Does she diminish herself by choice?",
GODHOME_SUB,,
GG_S_GRIM,Travelling god of the troupe,
PROFILE_CORRUPTED,Save Corrupted,
GG_S_GHOST_GORB,Dreamborn god of the beyond,
GG_S_LOBSTERLANCER,Gallant god of the arena,
NAME_LOST_KIN,Lost Kin,
DUNG_UNDERGROUND_DREAM,Where will the line of Hallownest's Great Knights end? With me? Can such a thing be passed on?,
